number	expt	date	genotype	percentDEET	stimulus	sum	CI
2271	spots	20161006	N2	0	EE	119	-0.579831933
2272	spots	20161006	N2	0	EE	119	-0.579831933
2273	spots	20161006	N2	0	EE	119	-0.579831933
2274	spots	20161006	N2	0	EE	119	-0.579831933
2275	spots	20161006	N2	0	EE	94	0.404255319
2276	spots	20161006	N2	0	EE	94	0.404255319
2277	spots	20161006	N2	0	EE	94	0.404255319
2278	spots	20161006	N2	0	EE	94	0.404255319
2279	spots	20161006	N2	0	EE	94	0.404255319
2280	spots	20161006	N2	0	EE	94	0.404255319
2281	spots	20161006	N2	0	EE	77	0.480519481
2282	spots	20161006	N2	0	EE	77	0.480519481
2283	spots	20161006	N2	0	EE	77	0.480519481
2284	spots	20161006	N2	0	EE	77	0.480519481
2285	spots	20161006	N2	0	EE	77	0.480519481
2286	spots	20161006	N2	0	EE	77	0.480519481
2287	spots	20161006	N2	0	EE	156	-0.08974359
2288	spots	20161006	N2	0	EE	156	-0.08974359
2289	spots	20161006	N2	0	EE	156	-0.08974359
2290	spots	20161006	N2	0	EE	156	-0.08974359
2291	spots	20161006	N2	0	EE	156	-0.08974359
2292	spots	20161006	N2	0	EE	156	-0.08974359
2293	spots	20161006	N2	0	EE	139	-0.474820144
2294	spots	20161006	N2	0	EE	139	-0.474820144
2295	spots	20161006	N2	0	EE	139	-0.474820144
2296	spots	20161006	N2	0	EE	139	-0.474820144
2297	spots	20161006	N2	0	EE	139	-0.474820144
2298	spots	20161006	N2	0	EE	139	-0.474820144
2299	spots	20161006	N2	0	DD	71	-0.084507042
2300	spots	20161006	N2	0	DD	71	-0.084507042
2301	spots	20161006	N2	0	DD	71	-0.084507042
2302	spots	20161006	N2	0	DD	71	-0.084507042
2303	spots	20161006	N2	0	DD	71	-0.084507042
2304	spots	20161006	N2	0	DD	71	-0.084507042
2305	spots	20161006	N2	0	DD	50	-0.48
2306	spots	20161006	N2	0	DD	50	-0.48
2307	spots	20161006	N2	0	DD	50	-0.48
2308	spots	20161006	N2	0	DD	50	-0.48
2309	spots	20161006	N2	0	DD	50	-0.48
2310	spots	20161006	N2	0	DD	50	-0.48
2311	spots	20161006	N2	0	DD	68	-0.338235294
2312	spots	20161006	N2	0	DD	68	-0.338235294
2313	spots	20161006	N2	0	DD	68	-0.338235294
2314	spots	20161006	N2	0	DD	68	-0.338235294
2315	spots	20161006	N2	0	DD	68	-0.338235294
2316	spots	20161006	N2	0	DD	68	-0.338235294
2317	spots	20161006	N2	0	IDI	150	0.8
2318	spots	20161006	N2	0	IDI	150	0.8
2319	spots	20161006	N2	0	IDI	150	0.8
2320	spots	20161006	N2	0	IDI	150	0.8
2321	spots	20161006	N2	0	IDI	150	0.8
2322	spots	20161006	N2	0	IDI	150	0.8
2323	spots	20161006	N2	0	IDI	180	0.833333333
2324	spots	20161006	N2	0	IDI	180	0.833333333
2325	spots	20161006	N2	0	IDI	180	0.833333333
2326	spots	20161006	N2	0	IDI	180	0.833333333
2327	spots	20161006	N2	0	IDI	180	0.833333333
2328	spots	20161006	N2	0	IDI	180	0.833333333
2329	spots	20161006	N2	0	IDI	143	0.797202797
2330	spots	20161006	N2	0	IDI	143	0.797202797
2331	spots	20161006	N2	0	IDI	143	0.797202797
2332	spots	20161006	N2	0	IDI	143	0.797202797
2333	spots	20161006	N2	0	IDI	143	0.797202797
2334	spots	20161006	N2	0	IDI	143	0.797202797
2335	spots	20161006	N2	0	ISI	185	0.87027027
2336	spots	20161006	N2	0	ISI	185	0.87027027
2337	spots	20161006	N2	0	ISI	185	0.87027027
2338	spots	20161006	N2	0	ISI	185	0.87027027
2339	spots	20161006	N2	0	ISI	185	0.87027027
2340	spots	20161006	N2	0	ISI	185	0.87027027
2341	spots	20161006	N2	0	ISI	170	0.664705882
2342	spots	20161006	N2	0	ISI	170	0.664705882
2343	spots	20161006	N2	0	ISI	170	0.664705882
2344	spots	20161006	N2	0	ISI	170	0.664705882
2345	spots	20161006	N2	0	ISI	170	0.664705882
2346	spots	20161006	N2	0	ISI	170	0.664705882
2347	spots	20161006	N2	0	ISI	188	0.611702128
2348	spots	20161006	N2	0	ISI	188	0.611702128
2349	spots	20161006	N2	0	ISI	188	0.611702128
2350	spots	20161006	N2	0	ISI	188	0.611702128
2351	spots	20161006	N2	0	ISI	188	0.611702128
2352	spots	20161006	N2	0	ISI	188	0.611702128
2353	spots	20161006	N2	0	ISI	122	0.745901639
2354	spots	20161006	N2	0	ISI	122	0.745901639
2355	spots	20161006	N2	0	ISI	122	0.745901639
2356	spots	20161006	N2	0	ISI	122	0.745901639
2357	spots	20161006	N2	0	ISI	122	0.745901639
2358	spots	20161006	N2	0	ISI	122	0.745901639
2375	rescue	20161012	crispr-r	0	IAA	97	0.793814433
2376	rescue	20161012	crispr-r	0	IAA	97	0.793814433
2377	rescue	20161012	crispr-r	0	IAA	97	0.793814433
2378	rescue	20161012	crispr-r	0	IAA	97	0.793814433
2379	rescue	20161012	crispr-r	0	IAA	97	0.793814433
2380	rescue	20161012	crispr-r	0	IAA	97	0.793814433
2381	rescue	20161012	crispr-r	0.15	IAA	41	0.268292683
2382	rescue	20161012	crispr-r	0.15	IAA	41	0.268292683
2383	rescue	20161012	crispr-r	0.15	IAA	41	0.268292683
2384	rescue	20161012	crispr-r	0.15	IAA	41	0.268292683
2385	rescue	20161012	crispr-r	0.15	IAA	41	0.268292683
2386	rescue	20161012	crispr-r	0.15	IAA	41	0.268292683
2387	rescue	20161012	crispr-r	0.15	IAA	61	-0.393442623
2388	rescue	20161012	crispr-r	0.15	IAA	61	-0.393442623
2389	rescue	20161012	crispr-r	0.15	IAA	61	-0.393442623
2390	rescue	20161012	crispr-r	0.15	IAA	61	-0.393442623
2391	rescue	20161012	crispr-r	0.15	IAA	61	-0.393442623
2392	rescue	20161012	crispr-r	0.15	IAA	61	-0.393442623
2393	rescue	20161012	crispr-r	0.15	IAA	30	-0.6
2394	rescue	20161012	crispr-r	0.15	IAA	30	-0.6
2395	rescue	20161012	crispr-r	0.15	IAA	30	-0.6
2396	rescue	20161012	crispr-r	0.15	IAA	30	-0.6
2397	rescue	20161012	crispr-r	0.15	IAA	30	-0.6
2398	rescue	20161012	crispr-r	0.15	IAA	30	-0.6
2399	rescue	20161012	crispr-r	0.15	IAA	56	0.017857143
2400	rescue	20161012	crispr-r	0.15	IAA	56	0.017857143
2401	rescue	20161012	crispr-r	0.15	IAA	56	0.017857143
2402	rescue	20161012	crispr-r	0.15	IAA	56	0.017857143
2403	rescue	20161012	crispr-r	0.15	IAA	56	0.017857143
2404	rescue	20161012	crispr-r	0.15	IAA	56	0.017857143
2405	rescue	20161012	crispr-r	0.15	IAA	35	-0.228571429
2406	rescue	20161012	crispr-r	0.15	IAA	35	-0.228571429
2407	rescue	20161012	crispr-r	0.15	IAA	35	-0.228571429
2408	rescue	20161012	crispr-r	0.15	IAA	35	-0.228571429
2409	rescue	20161012	crispr-r	0.15	IAA	35	-0.228571429
2410	rescue	20161012	crispr-r	0.15	IAA	35	-0.228571429
2411	rescue	20161012	crispr-r	0.15	IAA	55	0.218181818
2412	rescue	20161012	crispr-r	0.15	IAA	55	0.218181818
2413	rescue	20161012	crispr-r	0.15	IAA	55	0.218181818
2414	rescue	20161012	crispr-r	0.15	IAA	55	0.218181818
2415	rescue	20161012	crispr-r	0.15	IAA	55	0.218181818
2416	rescue	20161012	crispr-r	0.15	IAA	55	0.218181818
2417	rescue	20161012	crispr-r	0.15	IAA	15	-0.4
2418	rescue	20161012	crispr-r	0.15	IAA	15	-0.4
2419	rescue	20161012	crispr-r	0.15	IAA	15	-0.4
2420	rescue	20161012	crispr-r	0.15	IAA	15	-0.4
2421	rescue	20161012	crispr-r	0.15	IAA	15	-0.4
2422	rescue	20161012	crispr-r	0.15	IAA	15	-0.4
2423	rescue	20161012	crispr-r	0.15	IAA	51	0.078431373
2424	rescue	20161012	crispr-r	0.15	IAA	51	0.078431373
2425	rescue	20161012	crispr-r	0.15	IAA	51	0.078431373
2426	rescue	20161012	crispr-r	0.15	IAA	51	0.078431373
2427	rescue	20161012	crispr-r	0.15	IAA	51	0.078431373
2428	rescue	20161012	crispr-r	0.15	IAA	51	0.078431373
2429	rescue	20161012	crispr-r	0.15	IAA	43	0.441860465
2430	rescue	20161012	crispr-r	0.15	IAA	43	0.441860465
2431	rescue	20161012	crispr-r	0.15	IAA	43	0.441860465
2432	rescue	20161012	crispr-r	0.15	IAA	43	0.441860465
2433	rescue	20161012	crispr-r	0.15	IAA	43	0.441860465
2434	rescue	20161012	crispr-r	0.15	IAA	43	0.441860465
2435	rescue	20161012	crispr-r	0.15	IAA	40	0.475
2436	rescue	20161012	crispr-r	0.15	IAA	40	0.475
2437	rescue	20161012	crispr-r	0.15	IAA	40	0.475
2438	rescue	20161012	crispr-r	0.15	IAA	40	0.475
2439	rescue	20161012	crispr-r	0.15	IAA	40	0.475
2440	rescue	20161012	crispr-r	0.15	IAA	40	0.475
2441	hawaiian	20161014	N2	0.15	IAA	39	-0.153846154
2442	hawaiian	20161014	N2	0.15	IAA	39	-0.153846154
2443	hawaiian	20161014	N2	0.15	IAA	39	-0.153846154
2444	hawaiian	20161014	N2	0.15	IAA	39	-0.153846154
2445	hawaiian	20161014	N2	0.15	IAA	39	-0.153846154
2446	hawaiian	20161014	N2	0.15	IAA	39	-0.153846154
2447	hawaiian	20161014	N2	0.15	IAA	82	0.109756098
2448	hawaiian	20161014	N2	0.15	IAA	82	0.109756098
2449	hawaiian	20161014	N2	0.15	IAA	82	0.109756098
2450	hawaiian	20161014	N2	0.15	IAA	82	0.109756098
2451	hawaiian	20161014	N2	0.15	IAA	82	0.109756098
2452	hawaiian	20161014	N2	0.15	IAA	82	0.109756098
2453	hawaiian	20161014	N2	0.15	IAA	65	0.092307692
2454	hawaiian	20161014	N2	0.15	IAA	65	0.092307692
2455	hawaiian	20161014	N2	0.15	IAA	65	0.092307692
2456	hawaiian	20161014	N2	0.15	IAA	65	0.092307692
2457	hawaiian	20161014	N2	0.15	IAA	65	0.092307692
2458	hawaiian	20161014	N2	0.15	IAA	65	0.092307692
2459	hawaiian	20161014	ewIR73	0.15	IAA	55	-0.109090909
2460	hawaiian	20161014	ewIR73	0.15	IAA	55	-0.109090909
2461	hawaiian	20161014	ewIR73	0.15	IAA	55	-0.109090909
2462	hawaiian	20161014	ewIR73	0.15	IAA	55	-0.109090909
2463	hawaiian	20161014	ewIR73	0.15	IAA	55	-0.109090909
2464	hawaiian	20161014	ewIR73	0.15	IAA	55	-0.109090909
2465	hawaiian	20161014	ewIR73	0.15	IAA	50	-0.02
2466	hawaiian	20161014	ewIR73	0.15	IAA	50	-0.02
2467	hawaiian	20161014	ewIR73	0.15	IAA	50	-0.02
2468	hawaiian	20161014	ewIR73	0.15	IAA	50	-0.02
2469	hawaiian	20161014	ewIR73	0.15	IAA	50	-0.02
2470	hawaiian	20161014	ewIR73	0.15	IAA	50	-0.02
2471	hawaiian	20161014	ewIR73	0.15	IAA	53	0.264150943
2472	hawaiian	20161014	ewIR73	0.15	IAA	53	0.264150943
2473	hawaiian	20161014	ewIR73	0.15	IAA	53	0.264150943
2474	hawaiian	20161014	ewIR73	0.15	IAA	53	0.264150943
2475	hawaiian	20161014	ewIR73	0.15	IAA	53	0.264150943
2476	hawaiian	20161014	ewIR73	0.15	IAA	53	0.264150943
2477	hawaiian	20161014	N2	0.15	IAA	56	-0.035714286
2478	hawaiian	20161014	N2	0.15	IAA	56	-0.035714286
2479	hawaiian	20161014	N2	0.15	IAA	56	-0.035714286
2480	hawaiian	20161014	N2	0.15	IAA	56	-0.035714286
2481	hawaiian	20161014	N2	0.15	IAA	56	-0.035714286
2482	hawaiian	20161014	N2	0.15	IAA	56	-0.035714286
2483	hawaiian	20161014	N2	0.15	IAA	52	-0.307692308
2484	hawaiian	20161014	N2	0.15	IAA	52	-0.307692308
2485	hawaiian	20161014	N2	0.15	IAA	52	-0.307692308
2486	hawaiian	20161014	N2	0.15	IAA	52	-0.307692308
2487	hawaiian	20161014	N2	0.15	IAA	52	-0.307692308
2488	hawaiian	20161014	N2	0.15	IAA	52	-0.307692308
2489	hawaiian	20161014	N2	0.15	IAA	67	0.104477612
2490	hawaiian	20161014	N2	0.15	IAA	67	0.104477612
2491	hawaiian	20161014	N2	0.15	IAA	67	0.104477612
2492	hawaiian	20161014	N2	0.15	IAA	67	0.104477612
2493	hawaiian	20161014	N2	0.15	IAA	67	0.104477612
2494	hawaiian	20161014	N2	0.15	IAA	67	0.104477612
2495	hawaiian	20161014	N2	0.15	IAA	66	0.060606061
2496	hawaiian	20161014	N2	0.15	IAA	66	0.060606061
2497	hawaiian	20161014	N2	0.15	IAA	66	0.060606061
2498	hawaiian	20161014	N2	0.15	IAA	66	0.060606061
2499	hawaiian	20161014	N2	0.15	IAA	66	0.060606061
2500	hawaiian	20161014	N2	0.15	IAA	66	0.060606061
2501	hawaiian	20161014	N2	0.15	IAA	44	-0.295454545
2502	hawaiian	20161014	N2	0.15	IAA	44	-0.295454545
2503	hawaiian	20161014	N2	0.15	IAA	44	-0.295454545
2504	hawaiian	20161014	N2	0.15	IAA	44	-0.295454545
2505	hawaiian	20161014	N2	0.15	IAA	44	-0.295454545
2506	hawaiian	20161014	N2	0.15	IAA	44	-0.295454545
2507	hawaiian	20161014	N2	0.15	IAA	61	-0.295081967
2508	hawaiian	20161014	N2	0.15	IAA	61	-0.295081967
2509	hawaiian	20161014	N2	0.15	IAA	61	-0.295081967
2510	hawaiian	20161014	N2	0.15	IAA	61	-0.295081967
2511	hawaiian	20161014	N2	0.15	IAA	61	-0.295081967
2512	hawaiian	20161014	N2	0.15	IAA	61	-0.295081967
2513	hawaiian	20161014	ewIR76	0.15	IAA	61	-0.114754098
2514	hawaiian	20161014	ewIR76	0.15	IAA	61	-0.114754098
2515	hawaiian	20161014	ewIR76	0.15	IAA	61	-0.114754098
2516	hawaiian	20161014	ewIR76	0.15	IAA	61	-0.114754098
2517	hawaiian	20161014	ewIR76	0.15	IAA	61	-0.114754098
2518	hawaiian	20161014	ewIR76	0.15	IAA	61	-0.114754098
2519	hawaiian	20161014	ewIR76	0.15	IAA	71	-0.084507042
2520	hawaiian	20161014	ewIR76	0.15	IAA	71	-0.084507042
2521	hawaiian	20161014	ewIR76	0.15	IAA	71	-0.084507042
2522	hawaiian	20161014	ewIR76	0.15	IAA	71	-0.084507042
2523	hawaiian	20161014	ewIR76	0.15	IAA	71	-0.084507042
2524	hawaiian	20161014	ewIR76	0.15	IAA	71	-0.084507042
2525	hawaiian	20161014	ewIR76	0.15	IAA	34	0.176470588
2526	hawaiian	20161014	ewIR76	0.15	IAA	34	0.176470588
2527	hawaiian	20161014	ewIR76	0.15	IAA	34	0.176470588
2528	hawaiian	20161014	ewIR76	0.15	IAA	34	0.176470588
2529	hawaiian	20161014	ewIR76	0.15	IAA	34	0.176470588
2530	hawaiian	20161014	ewIR76	0.15	IAA	34	0.176470588
2531	hawaiian	20161014	ewIR76	0.15	IAA	67	-0.253731343
2532	hawaiian	20161014	ewIR76	0.15	IAA	67	-0.253731343
2533	hawaiian	20161014	ewIR76	0.15	IAA	67	-0.253731343
2534	hawaiian	20161014	ewIR76	0.15	IAA	67	-0.253731343
2535	hawaiian	20161014	ewIR76	0.15	IAA	67	-0.253731343
2536	hawaiian	20161014	ewIR76	0.15	IAA	67	-0.253731343
2537	hawaiian	20161014	ewIR76	0.15	IAA	54	0.111111111
2538	hawaiian	20161014	ewIR76	0.15	IAA	54	0.111111111
2539	hawaiian	20161014	ewIR76	0.15	IAA	54	0.111111111
2540	hawaiian	20161014	ewIR76	0.15	IAA	54	0.111111111
2541	hawaiian	20161014	ewIR76	0.15	IAA	54	0.111111111
2542	hawaiian	20161014	ewIR76	0.15	IAA	54	0.111111111
2543	hawaiian	20161014	ewIR76	0.15	IAA	55	0.036363636
2544	hawaiian	20161014	ewIR76	0.15	IAA	55	0.036363636
2545	hawaiian	20161014	ewIR76	0.15	IAA	55	0.036363636
2546	hawaiian	20161014	ewIR76	0.15	IAA	55	0.036363636
2547	hawaiian	20161014	ewIR76	0.15	IAA	55	0.036363636
2548	hawaiian	20161014	ewIR76	0.15	IAA	55	0.036363636
2549	gpcr	20161018	N2	0	IAA	302	0.738410596
2550	gpcr	20161018	N2	0	IAA	302	0.738410596
2551	gpcr	20161018	N2	0	IAA	302	0.738410596
2552	gpcr	20161018	N2	0	IAA	302	0.738410596
2553	gpcr	20161018	N2	0	IAA	302	0.738410596
2554	gpcr	20161018	N2	0	IAA	302	0.738410596
2555	gpcr	20161018	N2	0.15	IAA	73	0.232876712
2556	gpcr	20161018	N2	0.15	IAA	73	0.232876712
2557	gpcr	20161018	N2	0.15	IAA	73	0.232876712
2558	gpcr	20161018	N2	0.15	IAA	73	0.232876712
2559	gpcr	20161018	N2	0.15	IAA	73	0.232876712
2560	gpcr	20161018	N2	0.15	IAA	73	0.232876712
2561	gpcr	20161018	odr1	0	IAA	154	-0.279220779
2562	gpcr	20161018	odr1	0	IAA	154	-0.279220779
2563	gpcr	20161018	odr1	0	IAA	154	-0.279220779
2564	gpcr	20161018	odr1	0	IAA	154	-0.279220779
2565	gpcr	20161018	odr1	0	IAA	154	-0.279220779
2566	gpcr	20161018	odr1	0	IAA	154	-0.279220779
2567	gpcr	20161018	odr1	0	IAA	148	0.081081081
2568	gpcr	20161018	odr1	0	IAA	148	0.081081081
2569	gpcr	20161018	odr1	0	IAA	148	0.081081081
2570	gpcr	20161018	odr1	0	IAA	148	0.081081081
2571	gpcr	20161018	odr1	0	IAA	148	0.081081081
2572	gpcr	20161018	odr1	0	IAA	148	0.081081081
2573	gpcr	20161018	odr1	0	IAA	124	0.314516129
2574	gpcr	20161018	odr1	0	IAA	124	0.314516129
2575	gpcr	20161018	odr1	0	IAA	124	0.314516129
2576	gpcr	20161018	odr1	0	IAA	124	0.314516129
2577	gpcr	20161018	odr1	0	IAA	124	0.314516129
2578	gpcr	20161018	odr1	0	IAA	124	0.314516129
2579	gpcr	20161018	odr1	0	IAA	178	0.061797753
2580	gpcr	20161018	odr1	0	IAA	178	0.061797753
2581	gpcr	20161018	odr1	0	IAA	178	0.061797753
2582	gpcr	20161018	odr1	0	IAA	178	0.061797753
2583	gpcr	20161018	odr1	0	IAA	178	0.061797753
2584	gpcr	20161018	odr1	0	IAA	178	0.061797753
2585	gpcr	20161018	odr1	0	IAA	126	0.174603175
2586	gpcr	20161018	odr1	0	IAA	126	0.174603175
2587	gpcr	20161018	odr1	0	IAA	126	0.174603175
2588	gpcr	20161018	odr1	0	IAA	126	0.174603175
2589	gpcr	20161018	odr1	0	IAA	126	0.174603175
2590	gpcr	20161018	odr1	0	IAA	126	0.174603175
2591	gpcr	20161018	ocr2	0	IAA	169	0.715976331
2592	gpcr	20161018	ocr2	0	IAA	169	0.715976331
2593	gpcr	20161018	ocr2	0	IAA	169	0.715976331
2594	gpcr	20161018	ocr2	0	IAA	169	0.715976331
2595	gpcr	20161018	ocr2	0	IAA	169	0.715976331
2596	gpcr	20161018	ocr2	0	IAA	169	0.715976331
2597	gpcr	20161018	ocr2	0	IAA	66	0.636363636
2598	gpcr	20161018	ocr2	0	IAA	66	0.636363636
2599	gpcr	20161018	ocr2	0	IAA	66	0.636363636
2600	gpcr	20161018	ocr2	0	IAA	66	0.636363636
2601	gpcr	20161018	ocr2	0	IAA	66	0.636363636
2602	gpcr	20161018	ocr2	0	IAA	66	0.636363636
2603	gpcr	20161018	ocr2	0	IAA	98	0.744897959
2604	gpcr	20161018	ocr2	0	IAA	98	0.744897959
2605	gpcr	20161018	ocr2	0	IAA	98	0.744897959
2606	gpcr	20161018	ocr2	0	IAA	98	0.744897959
2607	gpcr	20161018	ocr2	0	IAA	98	0.744897959
2608	gpcr	20161018	ocr2	0	IAA	98	0.744897959
2609	gpcr	20161018	ocr2	0	IAA	161	0.788819876
2610	gpcr	20161018	ocr2	0	IAA	161	0.788819876
2611	gpcr	20161018	ocr2	0	IAA	161	0.788819876
2612	gpcr	20161018	ocr2	0	IAA	161	0.788819876
2613	gpcr	20161018	ocr2	0	IAA	161	0.788819876
2614	gpcr	20161018	ocr2	0	IAA	161	0.788819876
2615	gpcr	20161018	ocr2	0	IAA	152	0.493421053
2616	gpcr	20161018	ocr2	0	IAA	152	0.493421053
2617	gpcr	20161018	ocr2	0	IAA	152	0.493421053
2618	gpcr	20161018	ocr2	0	IAA	152	0.493421053
2619	gpcr	20161018	ocr2	0	IAA	152	0.493421053
2620	gpcr	20161018	ocr2	0	IAA	152	0.493421053
2621	gpcr	20161018	odr1	0	IAA	159	0.213836478
2622	gpcr	20161018	odr1	0	IAA	159	0.213836478
2623	gpcr	20161018	odr1	0	IAA	159	0.213836478
2624	gpcr	20161018	odr1	0	IAA	159	0.213836478
2625	gpcr	20161018	odr1	0	IAA	159	0.213836478
2626	gpcr	20161018	odr1	0	IAA	159	0.213836478
2627	gpcr	20161022	odr7	0	IAA	142	0.647887324
2628	gpcr	20161022	odr7	0	IAA	142	0.647887324
2629	gpcr	20161022	odr7	0	IAA	142	0.647887324
2630	gpcr	20161022	odr7	0	IAA	142	0.647887324
2631	gpcr	20161022	odr7	0	IAA	142	0.647887324
2632	gpcr	20161022	odr7	0	IAA	142	0.647887324
2633	gpcr	20161022	odr7	0	IAA	364	0.598901099
2634	gpcr	20161022	odr7	0	IAA	364	0.598901099
2635	gpcr	20161022	odr7	0	IAA	364	0.598901099
2636	gpcr	20161022	odr7	0	IAA	364	0.598901099
2637	gpcr	20161022	odr7	0	IAA	364	0.598901099
2638	gpcr	20161022	odr7	0	IAA	364	0.598901099
2639	gpcr	20161022	odr7	0.15	IAA	83	-0.180722892
2640	gpcr	20161022	odr7	0.15	IAA	83	-0.180722892
2641	gpcr	20161022	odr7	0.15	IAA	83	-0.180722892
2642	gpcr	20161022	odr7	0.15	IAA	83	-0.180722892
2643	gpcr	20161022	odr7	0.15	IAA	83	-0.180722892
2644	gpcr	20161022	odr7	0.15	IAA	83	-0.180722892
2645	gpcr	20161022	odr7	0.15	IAA	33	0.090909091
2646	gpcr	20161022	odr7	0.15	IAA	33	0.090909091
2647	gpcr	20161022	odr7	0.15	IAA	33	0.090909091
2648	gpcr	20161022	odr7	0.15	IAA	33	0.090909091
2649	gpcr	20161022	odr7	0.15	IAA	33	0.090909091
2650	gpcr	20161022	odr7	0.15	IAA	33	0.090909091
2651	gpcr	20161022	ceh36	0	IAA	124	0.330645161
2652	gpcr	20161022	ceh36	0	IAA	124	0.330645161
2653	gpcr	20161022	ceh36	0	IAA	124	0.330645161
2654	gpcr	20161022	ceh36	0	IAA	124	0.330645161
2655	gpcr	20161022	ceh36	0	IAA	124	0.330645161
2656	gpcr	20161022	ceh36	0	IAA	124	0.330645161
2657	gpcr	20161022	ceh36	0	IAA	95	-0.115789474
2658	gpcr	20161022	ceh36	0	IAA	95	-0.115789474
2659	gpcr	20161022	ceh36	0	IAA	95	-0.115789474
2660	gpcr	20161022	ceh36	0	IAA	95	-0.115789474
2661	gpcr	20161022	ceh36	0	IAA	95	-0.115789474
2662	gpcr	20161022	ceh36	0	IAA	95	-0.115789474
2663	gpcr	20161022	ceh36	0	IAA	62	0.112903226
2664	gpcr	20161022	ceh36	0	IAA	62	0.112903226
2665	gpcr	20161022	ceh36	0	IAA	62	0.112903226
2666	gpcr	20161022	ceh36	0	IAA	62	0.112903226
2667	gpcr	20161022	ceh36	0	IAA	62	0.112903226
2668	gpcr	20161022	ceh36	0	IAA	62	0.112903226
2669	gpcr	20161022	N2	0	IAA	249	0.81124498
2670	gpcr	20161022	N2	0	IAA	249	0.81124498
2671	gpcr	20161022	N2	0	IAA	249	0.81124498
2672	gpcr	20161022	N2	0	IAA	249	0.81124498
2673	gpcr	20161022	N2	0	IAA	249	0.81124498
2674	gpcr	20161022	N2	0	IAA	249	0.81124498
2675	gpcr	20161022	N2	0	IAA	126	0.73015873
2676	gpcr	20161022	N2	0	IAA	126	0.73015873
2677	gpcr	20161022	N2	0	IAA	126	0.73015873
2678	gpcr	20161022	N2	0	IAA	126	0.73015873
2679	gpcr	20161022	N2	0	IAA	126	0.73015873
2680	gpcr	20161022	N2	0	IAA	126	0.73015873
2681	gpcr	20161022	N2	0	IAA	250	0.856
2682	gpcr	20161022	N2	0	IAA	250	0.856
2683	gpcr	20161022	N2	0	IAA	250	0.856
2684	gpcr	20161022	N2	0	IAA	250	0.856
2685	gpcr	20161022	N2	0	IAA	250	0.856
2686	gpcr	20161022	N2	0	IAA	250	0.856
2687	gpcr	20161022	N2	0	IAA	178	0.679775281
2688	gpcr	20161022	N2	0	IAA	178	0.679775281
2689	gpcr	20161022	N2	0	IAA	178	0.679775281
2690	gpcr	20161022	N2	0	IAA	178	0.679775281
2691	gpcr	20161022	N2	0	IAA	178	0.679775281
2692	gpcr	20161022	N2	0	IAA	178	0.679775281
2693	gpcr	20161022	odr7	0	IAA	202	0.737623762
2694	gpcr	20161022	odr7	0	IAA	202	0.737623762
2695	gpcr	20161022	odr7	0	IAA	202	0.737623762
2696	gpcr	20161022	odr7	0	IAA	202	0.737623762
2697	gpcr	20161022	odr7	0	IAA	202	0.737623762
2698	gpcr	20161022	odr7	0	IAA	202	0.737623762
2699	gpcr	20161023	ceh36	0	IAA	130	-0.461538462
2700	gpcr	20161023	ceh36	0	IAA	130	-0.461538462
2701	gpcr	20161023	ceh36	0	IAA	130	-0.461538462
2702	gpcr	20161023	ceh36	0	IAA	130	-0.461538462
2703	gpcr	20161023	ceh36	0	IAA	130	-0.461538462
2704	gpcr	20161023	ceh36	0	IAA	130	-0.461538462
2705	gpcr	20161023	ocr2	0	IAA	48	0.833333333
2706	gpcr	20161023	ocr2	0	IAA	48	0.833333333
2707	gpcr	20161023	ocr2	0	IAA	48	0.833333333
2708	gpcr	20161023	ocr2	0	IAA	48	0.833333333
2709	gpcr	20161023	ocr2	0	IAA	48	0.833333333
2710	gpcr	20161023	ocr2	0	IAA	48	0.833333333
2711	gpcr	20161023	ocr2	0	IAA	59	0.677966102
2712	gpcr	20161023	ocr2	0	IAA	59	0.677966102
2713	gpcr	20161023	ocr2	0	IAA	59	0.677966102
2714	gpcr	20161023	ocr2	0	IAA	59	0.677966102
2715	gpcr	20161023	ocr2	0	IAA	59	0.677966102
2716	gpcr	20161023	ocr2	0	IAA	59	0.677966102
2717	gpcr	20161023	ocr2	0	IAA	80	0.875
2718	gpcr	20161023	ocr2	0	IAA	80	0.875
2719	gpcr	20161023	ocr2	0	IAA	80	0.875
2720	gpcr	20161023	ocr2	0	IAA	80	0.875
2721	gpcr	20161023	ocr2	0	IAA	80	0.875
2722	gpcr	20161023	ocr2	0	IAA	80	0.875
2723	gpcr	20161023	ceh36	0	IAA	61	0.06557377
2724	gpcr	20161023	ceh36	0	IAA	61	0.06557377
2725	gpcr	20161023	ceh36	0	IAA	61	0.06557377
2726	gpcr	20161023	ceh36	0	IAA	61	0.06557377
2727	gpcr	20161023	ceh36	0	IAA	61	0.06557377
2728	gpcr	20161023	ceh36	0	IAA	61	0.06557377
2729	screen	20161024	ed03	0.15	IAA	58	0.517241379
2730	screen	20161024	ed03	0.15	IAA	58	0.517241379
2731	screen	20161024	ed03	0.15	IAA	58	0.517241379
2732	screen	20161024	ed03	0.15	IAA	58	0.517241379
2733	screen	20161024	ed03	0.15	IAA	58	0.517241379
2734	screen	20161024	ed03	0.15	IAA	58	0.517241379
2735	screen	20161024	N2	0.15	IAA	62	-0.048387097
2736	screen	20161024	N2	0.15	IAA	62	-0.048387097
2737	screen	20161024	N2	0.15	IAA	62	-0.048387097
2738	screen	20161024	N2	0.15	IAA	62	-0.048387097
2739	screen	20161024	N2	0.15	IAA	62	-0.048387097
