number	expt	date	genotype	percentDEET	stimulus	sum	CI
1155	odor	20160824	N2	0.15	nonanone	67	0.014925373
1156	odor	20160824	N2	0.15	nonanone	67	0.014925373
1157	odor	20160824	N2	0.15	nonanone	67	0.014925373
1158	odor	20160824	N2	0.15	nonanone	67	0.014925373
1159	odor	20160824	N2	0	butanone	100	0.74
1160	odor	20160824	N2	0	butanone	100	0.74
1161	odor	20160824	N2	0	butanone	100	0.74
1162	odor	20160824	N2	0	butanone	100	0.74
1163	odor	20160824	N2	0	butanone	100	0.74
1164	odor	20160824	N2	0	butanone	100	0.74
1165	odor	20160824	N2	0	butanone	58	1
1166	odor	20160824	N2	0	butanone	58	1
1167	odor	20160824	N2	0	butanone	58	1
1168	odor	20160824	N2	0	butanone	58	1
1169	odor	20160824	N2	0	butanone	58	1
1170	odor	20160824	N2	0	butanone	58	1
1171	odor	20160824	N2	0	butanone	51	0.745098039
1172	odor	20160824	N2	0	butanone	51	0.745098039
1173	odor	20160824	N2	0	butanone	51	0.745098039
1174	odor	20160824	N2	0	butanone	51	0.745098039
1175	odor	20160824	N2	0	butanone	51	0.745098039
1176	odor	20160824	N2	0	butanone	51	0.745098039
1177	odor	20160824	N2	0	butanone	120	0.925
1178	odor	20160824	N2	0	butanone	120	0.925
1179	odor	20160824	N2	0	butanone	120	0.925
1180	odor	20160824	N2	0	butanone	120	0.925
1181	odor	20160824	N2	0	butanone	120	0.925
1182	odor	20160824	N2	0	butanone	120	0.925
1183	odor	20160824	N2	0.15	butanone	27	0.740740741
1184	odor	20160824	N2	0.15	butanone	27	0.740740741
1185	odor	20160824	N2	0.15	butanone	27	0.740740741
1186	odor	20160824	N2	0.15	butanone	27	0.740740741
1187	odor	20160824	N2	0.15	butanone	27	0.740740741
1188	odor	20160824	N2	0.15	butanone	27	0.740740741
1189	odor	20160824	N2	0.15	butanone	50	0.42
1190	odor	20160824	N2	0.15	butanone	50	0.42
1191	odor	20160824	N2	0.15	butanone	50	0.42
1192	odor	20160824	N2	0.15	butanone	50	0.42
1193	odor	20160824	N2	0.15	butanone	50	0.42
1194	odor	20160824	N2	0.15	butanone	50	0.42
1195	odor	20160826	N2	0	pyrazine	235	0.995744681
1196	odor	20160826	N2	0	pyrazine	235	0.995744681
1197	odor	20160826	N2	0	pyrazine	235	0.995744681
1198	odor	20160826	N2	0	pyrazine	235	0.995744681
1199	odor	20160826	N2	0	pyrazine	235	0.995744681
1200	odor	20160826	N2	0	pyrazine	235	0.995744681
1201	odor	20160826	N2	0	pyrazine	134	0.97761194
1202	odor	20160826	N2	0	pyrazine	134	0.97761194
1203	odor	20160826	N2	0	pyrazine	134	0.97761194
1204	odor	20160826	N2	0	pyrazine	134	0.97761194
1205	odor	20160826	N2	0	pyrazine	134	0.97761194
1206	odor	20160826	N2	0	pyrazine	134	0.97761194
1207	odor	20160826	N2	0	pyrazine	228	0.978070175
1208	odor	20160826	N2	0	pyrazine	228	0.978070175
1209	odor	20160826	N2	0	pyrazine	228	0.978070175
1210	odor	20160826	N2	0	pyrazine	228	0.978070175
1211	odor	20160826	N2	0	pyrazine	228	0.978070175
1212	odor	20160826	N2	0	pyrazine	228	0.978070175
1213	odor	20160826	N2	0	pyrazine	235	0.970212766
1214	odor	20160826	N2	0	pyrazine	235	0.970212766
1215	odor	20160826	N2	0	pyrazine	235	0.970212766
1216	odor	20160826	N2	0	pyrazine	235	0.970212766
1217	odor	20160826	N2	0	pyrazine	235	0.970212766
1218	odor	20160826	N2	0	pyrazine	235	0.970212766
1219	odor	20160826	N2	0	pyrazine	227	0.986784141
1220	odor	20160826	N2	0	pyrazine	227	0.986784141
1221	odor	20160826	N2	0	pyrazine	227	0.986784141
1222	odor	20160826	N2	0	pyrazine	227	0.986784141
1223	odor	20160826	N2	0	pyrazine	227	0.986784141
1224	odor	20160826	N2	0	pyrazine	227	0.986784141
1225	odor	20160826	N2	0	pyrazine	257	1
1226	odor	20160826	N2	0	pyrazine	257	1
1227	odor	20160826	N2	0	pyrazine	257	1
1228	odor	20160826	N2	0	pyrazine	257	1
1229	odor	20160826	N2	0	pyrazine	257	1
1230	odor	20160826	N2	0	pyrazine	257	1
1231	odor	20160826	N2	0	pyrazine	174	0.988505747
1232	odor	20160826	N2	0	pyrazine	174	0.988505747
1233	odor	20160826	N2	0	pyrazine	174	0.988505747
1234	odor	20160826	N2	0	pyrazine	174	0.988505747
1235	odor	20160826	N2	0	pyrazine	174	0.988505747
1236	odor	20160826	N2	0	pyrazine	174	0.988505747
1237	odor	20160826	N2	0	pyrazine	199	0.979899497
1238	odor	20160826	N2	0	pyrazine	199	0.979899497
1239	odor	20160826	N2	0	pyrazine	199	0.979899497
1240	odor	20160826	N2	0	pyrazine	199	0.979899497
1241	odor	20160826	N2	0	pyrazine	199	0.979899497
1242	odor	20160826	N2	0	pyrazine	199	0.979899497
1243	odor	20160826	N2	0	pyrazine	99	0.929292929
1244	odor	20160826	N2	0	pyrazine	99	0.929292929
1245	odor	20160826	N2	0	pyrazine	99	0.929292929
1246	odor	20160826	N2	0	pyrazine	99	0.929292929
1247	odor	20160826	N2	0	pyrazine	99	0.929292929
1248	odor	20160826	N2	0	pyrazine	99	0.929292929
1249	odor	20160826	N2	0.15	pyrazine	96	0.916666667
1250	odor	20160826	N2	0.15	pyrazine	96	0.916666667
1251	odor	20160826	N2	0.15	pyrazine	96	0.916666667
1252	odor	20160826	N2	0.15	pyrazine	96	0.916666667
1253	odor	20160826	N2	0.15	pyrazine	96	0.916666667
1254	odor	20160826	N2	0.15	pyrazine	96	0.916666667
1255	odor	20160826	N2	0.15	pyrazine	100	0.94
1256	odor	20160826	N2	0.15	pyrazine	100	0.94
1257	odor	20160826	N2	0.15	pyrazine	100	0.94
1258	odor	20160826	N2	0.15	pyrazine	100	0.94
1259	odor	20160826	N2	0.15	pyrazine	100	0.94
1260	odor	20160826	N2	0.15	pyrazine	100	0.94
1261	odor	20160826	N2	0	diacetyl	173	0.849710983
1262	odor	20160826	N2	0	diacetyl	173	0.849710983
1263	odor	20160826	N2	0	diacetyl	173	0.849710983
1264	odor	20160826	N2	0	diacetyl	173	0.849710983
1265	odor	20160826	N2	0	diacetyl	173	0.849710983
1266	odor	20160826	N2	0	diacetyl	173	0.849710983
1267	odor	20160826	N2	0	diacetyl	72	0.875
1268	odor	20160826	N2	0	diacetyl	72	0.875
1269	odor	20160826	N2	0	diacetyl	72	0.875
1270	odor	20160826	N2	0	diacetyl	72	0.875
1271	odor	20160826	N2	0	diacetyl	72	0.875
1272	odor	20160826	N2	0	diacetyl	72	0.875
1279	rescue	20160829	ewIR74r	0	IAA	143	0.776223776
1280	rescue	20160829	ewIR74r	0	IAA	143	0.776223776
1281	rescue	20160829	ewIR74r	0	IAA	143	0.776223776
1282	rescue	20160829	ewIR74r	0	IAA	143	0.776223776
1283	rescue	20160829	ewIR74r	0	IAA	143	0.776223776
1284	rescue	20160829	ewIR74r	0	IAA	143	0.776223776
1285	rescue	20160829	ewIR74r	0	IAA	55	0.781818182
1286	rescue	20160829	ewIR74r	0	IAA	55	0.781818182
1287	rescue	20160829	ewIR74r	0	IAA	55	0.781818182
1288	rescue	20160829	ewIR74r	0	IAA	55	0.781818182
1289	rescue	20160829	ewIR74r	0	IAA	55	0.781818182
1290	rescue	20160829	ewIR74r	0	IAA	55	0.781818182
1291	hawaiian	20160829	ewIR73	0.15	IAA	52	-0.307692308
1292	hawaiian	20160829	ewIR73	0.15	IAA	52	-0.307692308
1293	hawaiian	20160829	ewIR73	0.15	IAA	52	-0.307692308
1294	hawaiian	20160829	ewIR73	0.15	IAA	52	-0.307692308
1295	hawaiian	20160829	ewIR73	0.15	IAA	52	-0.307692308
1296	hawaiian	20160829	ewIR73	0.15	IAA	52	-0.307692308
1297	rescue	20160829	ewIR74r	0	IAA	122	0.729508197
1298	rescue	20160829	ewIR74r	0	IAA	122	0.729508197
1299	rescue	20160829	ewIR74r	0	IAA	122	0.729508197
1300	rescue	20160829	ewIR74r	0	IAA	122	0.729508197
1301	rescue	20160829	ewIR74r	0	IAA	122	0.729508197
1302	rescue	20160829	ewIR74r	0	IAA	122	0.729508197
1303	hawaiian	20160829	ewIR73	0.15	IAA	43	-0.139534884
1304	hawaiian	20160829	ewIR73	0.15	IAA	43	-0.139534884
1305	hawaiian	20160829	ewIR73	0.15	IAA	43	-0.139534884
1306	hawaiian	20160829	ewIR73	0.15	IAA	43	-0.139534884
1307	hawaiian	20160829	ewIR73	0.15	IAA	43	-0.139534884
1308	hawaiian	20160829	ewIR73	0.15	IAA	43	-0.139534884
1309	hawaiian	20160829	ewIR73	0.15	IAA	52	-0.307692308
1310	hawaiian	20160829	ewIR73	0.15	IAA	52	-0.307692308
1311	hawaiian	20160829	ewIR73	0.15	IAA	52	-0.307692308
1312	hawaiian	20160829	ewIR73	0.15	IAA	52	-0.307692308
1313	hawaiian	20160829	ewIR73	0.15	IAA	52	-0.307692308
1314	hawaiian	20160829	ewIR73	0.15	IAA	52	-0.307692308
1315	hawaiian	20160829	ewIR73	0.15	IAA	40	0.475
1316	hawaiian	20160829	ewIR73	0.15	IAA	40	0.475
1317	hawaiian	20160829	ewIR73	0.15	IAA	40	0.475
1318	hawaiian	20160829	ewIR73	0.15	IAA	40	0.475
1319	hawaiian	20160829	ewIR73	0.15	IAA	40	0.475
1320	hawaiian	20160829	ewIR73	0.15	IAA	40	0.475
1321	hawaiian	20160829	ewIR73	0	IAA	148	0.27027027
1322	hawaiian	20160829	ewIR73	0	IAA	148	0.27027027
1323	hawaiian	20160829	ewIR73	0	IAA	148	0.27027027
1324	hawaiian	20160829	ewIR73	0	IAA	148	0.27027027
1325	hawaiian	20160829	ewIR73	0	IAA	148	0.27027027
1326	hawaiian	20160829	ewIR73	0	IAA	148	0.27027027
1327	rescue	20160829	ewIR74r	0	IAA	159	0.735849057
1328	rescue	20160829	ewIR74r	0	IAA	159	0.735849057
1329	rescue	20160829	ewIR74r	0	IAA	159	0.735849057
1330	rescue	20160829	ewIR74r	0	IAA	159	0.735849057
1331	rescue	20160829	ewIR74r	0	IAA	159	0.735849057
1332	rescue	20160829	ewIR74r	0	IAA	159	0.735849057
1333	rescue	20160829	ewIR74r	0	IAA	180	0.511111111
1334	rescue	20160829	ewIR74r	0	IAA	180	0.511111111
1335	rescue	20160829	ewIR74r	0	IAA	180	0.511111111
1336	rescue	20160829	ewIR74r	0	IAA	180	0.511111111
1337	rescue	20160829	ewIR74r	0	IAA	180	0.511111111
1338	rescue	20160829	ewIR74r	0	IAA	180	0.511111111
1387	rescue	20160829	ewIR74r	0	IAA	92	0.532608696
1388	rescue	20160829	ewIR74r	0	IAA	92	0.532608696
1389	rescue	20160829	ewIR74r	0	IAA	92	0.532608696
1390	rescue	20160829	ewIR74r	0	IAA	92	0.532608696
1391	rescue	20160829	ewIR74r	0	IAA	92	0.532608696
1392	rescue	20160829	ewIR74r	0	IAA	92	0.532608696
1393	rescue	20160829	ewIR74r	0	IAA	154	0.61038961
1394	rescue	20160829	ewIR74r	0	IAA	154	0.61038961
1395	rescue	20160829	ewIR74r	0	IAA	154	0.61038961
1396	rescue	20160829	ewIR74r	0	IAA	154	0.61038961
1397	rescue	20160829	ewIR74r	0	IAA	154	0.61038961
1398	rescue	20160829	ewIR74r	0	IAA	154	0.61038961
1399	rescue	20160829	ewIR74r	0	IAA	139	0.064748201
1400	rescue	20160829	ewIR74r	0	IAA	139	0.064748201
1401	rescue	20160829	ewIR74r	0	IAA	139	0.064748201
1402	rescue	20160829	ewIR74r	0	IAA	139	0.064748201
1403	rescue	20160829	ewIR74r	0	IAA	139	0.064748201
1404	rescue	20160829	ewIR74r	0	IAA	139	0.064748201
1405	hawaiian	20160829	ewIR73	0	IAA	148	0.290540541
1406	hawaiian	20160829	ewIR73	0	IAA	148	0.290540541
1407	hawaiian	20160829	ewIR73	0	IAA	148	0.290540541
1408	hawaiian	20160829	ewIR73	0	IAA	148	0.290540541
1409	hawaiian	20160829	ewIR73	0	IAA	148	0.290540541
1410	hawaiian	20160829	ewIR73	0	IAA	148	0.290540541
1411	hawaiian	20160829	ewIR73	0	IAA	196	0.770408163
1412	hawaiian	20160829	ewIR73	0	IAA	196	0.770408163
1413	hawaiian	20160829	ewIR73	0	IAA	196	0.770408163
1414	hawaiian	20160829	ewIR73	0	IAA	196	0.770408163
1415	hawaiian	20160829	ewIR73	0	IAA	196	0.770408163
1416	hawaiian	20160829	ewIR73	0	IAA	196	0.770408163
1417	hawaiian	20160829	ewIR73	0	IAA	239	0.435146444
1418	hawaiian	20160829	ewIR73	0	IAA	239	0.435146444
1419	hawaiian	20160829	ewIR73	0	IAA	239	0.435146444
1420	hawaiian	20160829	ewIR73	0	IAA	239	0.435146444
1421	hawaiian	20160829	ewIR73	0	IAA	239	0.435146444
1422	hawaiian	20160829	ewIR73	0	IAA	239	0.435146444
1423	hawaiian	20160829	ewIR73	0	IAA	208	0.384615385
1424	hawaiian	20160829	ewIR73	0	IAA	208	0.384615385
1425	hawaiian	20160829	ewIR73	0	IAA	208	0.384615385
1426	hawaiian	20160829	ewIR73	0	IAA	208	0.384615385
1427	hawaiian	20160829	ewIR73	0	IAA	208	0.384615385
1428	hawaiian	20160829	ewIR73	0	IAA	208	0.384615385
1429	hawaiian	20160829	ewIR73	0	IAA	175	0.211428571
1430	hawaiian	20160829	ewIR73	0	IAA	175	0.211428571
1431	hawaiian	20160829	ewIR73	0	IAA	175	0.211428571
1432	hawaiian	20160829	ewIR73	0	IAA	175	0.211428571
1433	hawaiian	20160829	ewIR73	0	IAA	175	0.211428571
1434	hawaiian	20160829	ewIR73	0	IAA	175	0.211428571
1435	hawaiian	20160829	ewIR73	0	IAA	184	0.565217391
1436	hawaiian	20160829	ewIR73	0	IAA	184	0.565217391
1437	hawaiian	20160829	ewIR73	0	IAA	184	0.565217391
1438	hawaiian	20160829	ewIR73	0	IAA	184	0.565217391
1439	hawaiian	20160829	ewIR73	0	IAA	184	0.565217391
1440	hawaiian	20160829	ewIR73	0	IAA	184	0.565217391
1441	hawaiian	20160829	ewIR73	0.15	IAA	52	0.057692308
1442	hawaiian	20160829	ewIR73	0.15	IAA	52	0.057692308
1443	hawaiian	20160829	ewIR73	0.15	IAA	52	0.057692308
1444	hawaiian	20160829	ewIR73	0.15	IAA	52	0.057692308
1445	hawaiian	20160829	ewIR73	0.15	IAA	52	0.057692308
1446	hawaiian	20160829	ewIR73	0.15	IAA	52	0.057692308
1447	hawaiian	20160829	ewIR73	0.15	IAA	50	0.14
1448	hawaiian	20160829	ewIR73	0.15	IAA	50	0.14
1449	hawaiian	20160829	ewIR73	0.15	IAA	50	0.14
1450	hawaiian	20160829	ewIR73	0.15	IAA	50	0.14
1451	hawaiian	20160829	ewIR73	0.15	IAA	50	0.14
1452	hawaiian	20160829	ewIR73	0.15	IAA	50	0.14
1453	rescue	20160829	ewIR74r	0.15	IAA	52	0.057692308
1454	rescue	20160829	ewIR74r	0.15	IAA	52	0.057692308
1455	rescue	20160829	ewIR74r	0.15	IAA	52	0.057692308
1456	rescue	20160829	ewIR74r	0.15	IAA	52	0.057692308
1457	rescue	20160829	ewIR74r	0.15	IAA	52	0.057692308
1458	rescue	20160829	ewIR74r	0.15	IAA	52	0.057692308
1459	odor	20160830	N2	0.15	butanone	48	0.4375
1460	odor	20160830	N2	0.15	butanone	48	0.4375
1461	odor	20160830	N2	0.15	butanone	48	0.4375
1462	odor	20160830	N2	0.15	butanone	48	0.4375
1463	odor	20160830	N2	0.15	butanone	48	0.4375
1464	odor	20160830	N2	0.15	butanone	48	0.4375
1465	odor	20160830	N2	0.15	butanone	48	0.270833333
1466	odor	20160830	N2	0.15	butanone	48	0.270833333
1467	odor	20160830	N2	0.15	butanone	48	0.270833333
1468	odor	20160830	N2	0.15	butanone	48	0.270833333
1469	odor	20160830	N2	0.15	butanone	48	0.270833333
1470	odor	20160830	N2	0.15	butanone	48	0.270833333
1471	odor	20160830	N2	0.15	butanone	51	0.117647059
1472	odor	20160830	N2	0.15	butanone	51	0.117647059
1473	odor	20160830	N2	0.15	butanone	51	0.117647059
1474	odor	20160830	N2	0.15	butanone	51	0.117647059
1475	odor	20160830	N2	0.15	butanone	51	0.117647059
1476	odor	20160830	N2	0.15	butanone	51	0.117647059
1477	odor	20160830	N2	0.15	butanone	53	0.339622642
1478	odor	20160830	N2	0.15	butanone	53	0.339622642
1479	odor	20160830	N2	0.15	butanone	53	0.339622642
1480	odor	20160830	N2	0.15	butanone	53	0.339622642
1481	odor	20160830	N2	0.15	butanone	53	0.339622642
1482	odor	20160830	N2	0.15	butanone	53	0.339622642
1483	odor	20160830	N2	0.15	butanone	42	0.476190476
1484	odor	20160830	N2	0.15	butanone	42	0.476190476
1485	odor	20160830	N2	0.15	butanone	42	0.476190476
1486	odor	20160830	N2	0.15	butanone	42	0.476190476
1487	odor	20160830	N2	0.15	butanone	42	0.476190476
1488	odor	20160830	N2	0.15	butanone	42	0.476190476
1489	odor	20160830	N2	0.15	butanone	44	0.636363636
1490	odor	20160830	N2	0.15	butanone	44	0.636363636
1491	odor	20160830	N2	0.15	butanone	44	0.636363636
1492	odor	20160830	N2	0.15	butanone	44	0.636363636
1493	odor	20160830	N2	0.15	butanone	44	0.636363636
1494	odor	20160830	N2	0.15	butanone	44	0.636363636
1495	odor	20160830	N2	0.15	butanone	30	0.433333333
1496	odor	20160830	N2	0.15	butanone	30	0.433333333
1497	odor	20160830	N2	0.15	butanone	30	0.433333333
1498	odor	20160830	N2	0.15	butanone	30	0.433333333
1499	odor	20160830	N2	0.15	butanone	30	0.433333333
1500	odor	20160830	N2	0.15	butanone	30	0.433333333
1501	odor	20160830	N2	0.15	nonanone	62	-0.112903226
1502	odor	20160830	N2	0.15	nonanone	62	-0.112903226
1503	odor	20160830	N2	0.15	nonanone	62	-0.112903226
1504	odor	20160830	N2	0.15	nonanone	62	-0.112903226
1505	odor	20160830	N2	0.15	nonanone	62	-0.112903226
1506	odor	20160830	N2	0.15	nonanone	62	-0.112903226
1507	odor	20160830	N2	0.15	nonanone	43	-0.162790698
1508	odor	20160830	N2	0.15	nonanone	43	-0.162790698
1509	odor	20160830	N2	0.15	nonanone	43	-0.162790698
1510	odor	20160830	N2	0.15	nonanone	43	-0.162790698
1511	odor	20160830	N2	0.15	nonanone	43	-0.162790698
1512	odor	20160830	N2	0.15	nonanone	43	-0.162790698
1513	odor	20160830	N2	0.15	nonanone	67	0.179104478
1514	odor	20160830	N2	0.15	nonanone	67	0.179104478
1515	odor	20160830	N2	0.15	nonanone	67	0.179104478
1516	odor	20160830	N2	0.15	nonanone	67	0.179104478
1517	odor	20160830	N2	0.15	nonanone	67	0.179104478
1518	odor	20160830	N2	0.15	nonanone	67	0.179104478
1519	odor	20160830	N2	0.15	nonanone	56	0
1520	odor	20160830	N2	0.15	nonanone	56	0
1521	odor	20160830	N2	0.15	nonanone	56	0
1522	odor	20160830	N2	0.15	nonanone	56	0
1523	odor	20160830	N2	0.15	nonanone	56	0
1524	odor	20160830	N2	0.15	nonanone	56	0
1525	odor	20160830	N2	0.15	nonanone	68	-0.044117647
1526	odor	20160830	N2	0.15	nonanone	68	-0.044117647
1527	odor	20160830	N2	0.15	nonanone	68	-0.044117647
1528	odor	20160830	N2	0.15	nonanone	68	-0.044117647
1529	odor	20160830	N2	0.15	nonanone	68	-0.044117647
1530	odor	20160830	N2	0.15	nonanone	68	-0.044117647
1531	odor	20160830	N2	0.15	nonanone	57	0.333333333
1532	odor	20160830	N2	0.15	nonanone	57	0.333333333
1533	odor	20160830	N2	0.15	nonanone	57	0.333333333
1534	odor	20160830	N2	0.15	nonanone	57	0.333333333
1535	odor	20160830	N2	0.15	nonanone	57	0.333333333
1536	odor	20160830	N2	0.15	nonanone	57	0.333333333
1537	odor	20160830	N2	0	butanone	218	0.729357798
1538	odor	20160830	N2	0	butanone	218	0.729357798
1539	odor	20160830	N2	0	butanone	218	0.729357798
1540	odor	20160830	N2	0	butanone	218	0.729357798
1541	odor	20160830	N2	0	butanone	218	0.729357798
1542	odor	20160830	N2	0	butanone	218	0.729357798
1543	odor	20160830	N2	0	nonanone	67	-0.417910448
1544	odor	20160830	N2	0	nonanone	67	-0.417910448
1545	odor	20160830	N2	0	nonanone	67	-0.417910448
1546	odor	20160830	N2	0	nonanone	67	-0.417910448
1547	odor	20160830	N2	0	nonanone	67	-0.417910448
1548	odor	20160830	N2	0	nonanone	67	-0.417910448
1549	odor	20160830	N2	0	nonanone	93	-0.47311828
1550	odor	20160830	N2	0	nonanone	93	-0.47311828
1551	odor	20160830	N2	0	nonanone	93	-0.47311828
1552	odor	20160830	N2	0	nonanone	93	-0.47311828
1553	odor	20160830	N2	0	nonanone	93	-0.47311828
1554	odor	20160830	N2	0	nonanone	93	-0.47311828
1555	odor	20160830	N2	0	nonanone	238	-0.298319328
1556	odor	20160830	N2	0	nonanone	238	-0.298319328
1557	odor	20160830	N2	0	nonanone	238	-0.298319328
1558	odor	20160830	N2	0	nonanone	238	-0.298319328
1559	odor	20160830	N2	0	nonanone	238	-0.298319328
1560	odor	20160830	N2	0	nonanone	238	-0.298319328
1561	odor	20160830	N2	0	butanone	186	0.61827957
1562	odor	20160830	N2	0	butanone	186	0.61827957
1563	odor	20160830	N2	0	butanone	186	0.61827957
1564	odor	20160830	N2	0	butanone	186	0.61827957
1565	odor	20160830	N2	0	butanone	186	0.61827957
1566	odor	20160830	N2	0	butanone	186	0.61827957
1567	odor	20160830	N2	0	nonanone	195	-0.456410256
1568	odor	20160830	N2	0	nonanone	195	-0.456410256
1569	odor	20160830	N2	0	nonanone	195	-0.456410256
1570	odor	20160830	N2	0	nonanone	195	-0.456410256
1571	odor	20160830	N2	0	nonanone	195	-0.456410256
1572	odor	20160830	N2	0	nonanone	195	-0.456410256
1573	odor	20160830	N2	0	butanone	267	0.640449438
1574	odor	20160830	N2	0	butanone	267	0.640449438
1575	odor	20160830	N2	0	butanone	267	0.640449438
1576	odor	20160830	N2	0	butanone	267	0.640449438
1577	odor	20160830	N2	0	butanone	267	0.640449438
1578	odor	20160830	N2	0	butanone	267	0.640449438
1579	odor	20160830	N2	0	butanone	194	0.809278351
1580	odor	20160830	N2	0	butanone	194	0.809278351
1581	odor	20160830	N2	0	butanone	194	0.809278351
1582	odor	20160830	N2	0	butanone	194	0.809278351
1583	odor	20160830	N2	0	butanone	194	0.809278351
1584	odor	20160830	N2	0	butanone	194	0.809278351
1585	odor	20160830	N2	0	butanone	128	0.65625
1586	odor	20160830	N2	0	butanone	128	0.65625
1587	odor	20160830	N2	0	butanone	128	0.65625
1588	odor	20160830	N2	0	butanone	128	0.65625
1589	odor	20160830	N2	0	butanone	128	0.65625
1590	odor	20160830	N2	0	butanone	128	0.65625
1591	hawaiian	20160831	ewIR74	0.15	IAA	65	0.169230769
1592	hawaiian	20160831	ewIR74	0.15	IAA	65	0.169230769
1593	hawaiian	20160831	ewIR74	0.15	IAA	65	0.169230769
1594	hawaiian	20160831	ewIR74	0.15	IAA	65	0.169230769
1595	hawaiian	20160831	ewIR74	0.15	IAA	65	0.169230769
1596	hawaiian	20160831	ewIR74	0.15	IAA	65	0.169230769
1597	hawaiian	20160831	ewIR76	0	IAA	125	0.84
1598	hawaiian	20160831	ewIR76	0	IAA	125	0.84
1599	hawaiian	20160831	ewIR76	0	IAA	125	0.84
1600	hawaiian	20160831	ewIR76	0	IAA	125	0.84
1601	hawaiian	20160831	ewIR76	0	IAA	125	0.84
1602	hawaiian	20160831	ewIR76	0	IAA	125	0.84
1603	hawaiian	20160831	ewIR74	0	IAA	241	0.966804979
1604	hawaiian	20160831	ewIR74	0	IAA	241	0.966804979
1605	hawaiian	20160831	ewIR74	0	IAA	241	0.966804979
1606	hawaiian	20160831	ewIR74	0	IAA	241	0.966804979
1607	hawaiian	20160831	ewIR74	0	IAA	241	0.966804979
1608	hawaiian	20160831	ewIR74	0	IAA	241	0.966804979
1609	hawaiian	20160831	ewIR74	0	IAA	45	0.488888889
1610	hawaiian	20160831	ewIR76	0.15	IAA	45	0.488888889
1611	hawaiian	20160831	ewIR76	0.15	IAA	45	0.488888889
1612	hawaiian	20160831	ewIR76	0.15	IAA	45	0.488888889
1613	hawaiian	20160831	ewIR76	0.15	IAA	45	0.488888889
1614	hawaiian	20160831	ewIR76	0.15	IAA	45	0.488888889
1615	hawaiian	20160831	ewIR76	0	IAA	191	0.905759162
1616	hawaiian	20160831	ewIR76	0	IAA	191	0.905759162
1617	hawaiian	20160831	ewIR76	0	IAA	191	0.905759162
1618	hawaiian	20160831	ewIR76	0	IAA	191	0.905759162
1619	hawaiian	20160831	ewIR76	0	IAA	191	0.905759162
1620	hawaiian	20160831	ewIR76	0	IAA	191	0.905759162
1621	hawaiian	20160831	hawaiian	0	IAA	110	0.018181818
1622	hawaiian	20160831	hawaiian	0	IAA	110	0.018181818
1623	hawaiian	20160831	hawaiian	0	IAA	110	0.018181818
1624	hawaiian	20160831	hawaiian	0	IAA	110	0.018181818
1625	hawaiian	20160831	hawaiian	0	IAA	110	0.018181818
1626	hawaiian	20160831	hawaiian	0	IAA	110	0.018181818
1627	hawaiian	20160831	ewIR74	0	IAA	218	0.5
1628	hawaiian	20160831	ewIR74	0	IAA	218	0.5
1629	hawaiian	20160831	ewIR74	0	IAA	218	0.5
1630	hawaiian	20160831	ewIR74	0	IAA	218	0.5
1631	hawaiian	20160831	ewIR74	0	IAA	218	0.5
1632	hawaiian	20160831	ewIR74	0	IAA	218	0.5
1633	hawaiian	20160831	ewIR74	0.15	IAA	111	0.162162162
1634	hawaiian	20160831	ewIR74	0.15	IAA	111	0.162162162
1635	hawaiian	20160831	ewIR74	0.15	IAA	111	0.162162162
1636	hawaiian	20160831	ewIR74	0.15	IAA	111	0.162162162
1637	hawaiian	20160831	ewIR74	0.15	IAA	111	0.162162162
1638	hawaiian	20160831	ewIR74	0.15	IAA	111	0.162162162
1639	hawaiian	20160831	ewIR76	0	IAA	140	0.65
1640	hawaiian	20160831	ewIR76	0	IAA	140	0.65
1641	hawaiian	20160831	ewIR76	0	IAA	140	0.65
1642	hawaiian	20160831	ewIR76	0	IAA	140	0.65
1643	hawaiian	20160831	ewIR76	0	IAA	140	0.65
1644	hawaiian	20160831	ewIR76	0	IAA	140	0.65
1645	hawaiian	20160831	hawaiian	0	IAA	109	0.403669725
1646	hawaiian	20160831	hawaiian	0	IAA	109	0.403669725
1647	hawaiian	20160831	hawaiian	0	IAA	109	0.403669725
1648	hawaiian	20160831	hawaiian	0	IAA	109	0.403669725
1649	hawaiian	20160831	hawaiian	0	IAA	109	0.403669725
1650	hawaiian	20160831	hawaiian	0	IAA	109	0.403669725
1651	hawaiian	20160831	hawaiian	0	IAA	152	0.690789474
1652	hawaiian	20160831	hawaiian	0	IAA	152	0.690789474
1653	hawaiian	20160831	hawaiian	0	IAA	152	0.690789474
1654	hawaiian	20160831	hawaiian	0	IAA	152	0.690789474
1655	hawaiian	20160831	hawaiian	0	IAA	152	0.690789474
1656	hawaiian	20160831	hawaiian	0	IAA	152	0.690789474
1657	hawaiian	20160831	ewIR74	0	IAA	191	0.821989529
1658	hawaiian	20160831	ewIR74	0	IAA	191	0.821989529
1659	hawaiian	20160831	ewIR74	0	IAA	191	0.821989529
1660	hawaiian	20160831	ewIR74	0	IAA	191	0.821989529
1661	hawaiian	20160831	ewIR74	0	IAA	191	0.821989529
1662	hawaiian	20160831	ewIR74	0	IAA	191	0.821989529
1663	hawaiian	20160831	ewIR76	0	IAA	132	0.893939394
1664	hawaiian	20160831	ewIR76	0	IAA	132	0.893939394
1665	hawaiian	20160831	ewIR76	0	IAA	132	0.893939394
1666	hawaiian	20160831	ewIR76	0	IAA	132	0.893939394
